"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"25","Dallas Goedert","TE","PHI","3.1","3.8","17","6.2","BYE","0","-","-","-","8.5","6.1","1.9","9.5","-","-","-","-","5.5","6.2","61.6"
"26","Chig Okonkwo","TE","TEN","7.5","1.6","1.5","0.5","BYE","0.6","5","-0.6","3.8","1.4","1.9","13","2.7","0.8","5.9","10.1","5.9","0","3.6","61.6"
"27","Will Dissly","TE","LAC","1.3","2.9","1.9","2.4","BYE","2.6","8.1","4.1","0.9","3","14","4.7","0","1.9","-","-","2.1","10.2","4","60.1"
"28","Dalton Kincaid","TE","BUF","1.1","3.3","10.1","4.7","3.4","5.1","5.2","9.1","3.2","2.4","-","BYE","-","-","5.3","1.5","2.4","-","4.4","56.8"
"29","Noah Fant","TE","FA","1.1","1.4","6","2.6","2.4","6.3","6.5","2.2","-","-","-","-","2.6","1.8","1.5","5","4.3","12.3","4","56"
"30","Brenton Strange","TE","JAC","0","6.5","7.2","1.9","8.4","1.1","0","5.9","0","2.5","0.6","BYE","1.4","2.1","7.3","0.2","0","6","3","51.1"
"31","Jordan Akins","TE","FA","2.7","1","2.9","1","8.2","0","4.2","0","3.2","-","1.9","3.8","0","1.4","3","0.8","4.9","12","3","51"
"32","AJ Barner","TE","SEA","0","0","1.3","8.7","1.3","1.3","0.5","3.4","2.7","BYE","1.5","1.9","7.4","1.3","0.5","7.3","0","9.4","2.9","48.5"
"33","T.J. Hockenson","TE","MIN","-","-","-","-","-","BYE","-","-","2.7","7.2","1.3","11.4","2.8","4.5","5.2","2.7","6.8","0.9","4.6","45.5"
"34","Jake Ferguson","TE","DAL","1.5","-","9.5","4.9","7","1.1","BYE","2.3","7.1","0.4","1.1","-","-","3.2","2.3","4","-0.2","1.2","3.2","45.4"
